thumbnail,file_name,resource_link,name,altnames,name_eng,collection,curricular,featured,content_org,description_eng,language,educationalalignment,educationalsubject,educationallevel,audience,educationaluse,interactivitytype,source,teaches,tags, basedonurl,prior_node,member_of,assesses,timerequired,textcomplexity,readinglevel,age_range,created_by,license,translation_of,adaptation_of,contributors
http://14.139.250.101/nroer-new/86 Bird PDF/Birds Thumbnail/Black-winged-Kite.png,Black-winged Kite.pdf,http://14.139.250.101/nroer-new/86 Bird PDF/PDF/Black-winged Kite.pdf,Black-winged Kite,,,"Birds; CIET, NCERT",XCR,0,"Teachers can create awareness about the species
Students will be able to learn about the Habitat and more information of Bird",,"('en', 'English')",All,Geography ,"Upper Primary, Secondary and Senior Secondary","Teachers, Students and Teacher educators",Documents,Expositive,"CIET, NCERT",,"Black-Winged Kite, Elanus caeruleus ",,,,,,,,,,CC BY-SA,,,
http://14.139.250.101/nroer-new/86 Bird PDF/Birds Thumbnail/Black-Winged-Stilt.png,Black-winged Stilt.pdf,http://14.139.250.101/nroer-new/86 Bird PDF/PDF/Black-winged Stilt.pdf,Black-winged Stilt ,,,"Birds; CIET, NCERT",XCR,0,"Teachers can create awareness about the species
Students will be able to learn about the Habitat and more information of Bird",,"('en', 'English')",All,Geography ,"Upper Primary, Secondary and Senior Secondary","Teachers, Students and Teacher educators",Documents,Expositive,"CIET, NCERT",,"Black-Winged Stilt , Himantopus himantopus",,,,,,,,,,CC BY-SA,,,
http://14.139.250.101/nroer-new/86 Bird PDF/Birds Thumbnail/Blue-Bull.png,Blue Bull.pdf,http://14.139.250.101/nroer-new/86 Bird PDF/PDF/Blue Bull.pdf,Blue Bull ,,,"Birds; CIET, NCERT",XCR,0,"Teachers can create awareness about the species
Students will be able to learn about the Habitat and more information of Blue Bull",,"('en', 'English')",All,Geography ,"Upper Primary, Secondary and Senior Secondary","Teachers, Students and Teacher educators",Documents,Expositive,"CIET, NCERT",,"Blue Bull ,Boselaphus tragocamelus ",,,,,,,,,,CC BY-SA,,,
http://14.139.250.101/nroer-new/86 Bird PDF/Birds Thumbnail/Blue-cheeked-Bee-eater.png,Blue-cheeked Bee-eater.pdf,http://14.139.250.101/nroer-new/86 Bird PDF/PDF/Blue-cheeked Bee-eater.pdf,Blue-cheeked Bee-eater,,,"Birds; CIET, NCERT",XCR,0,"Teachers can create awareness about the species
Students will be able to learn about the Habitat and more information of Bird",,"('en', 'English')",All,Geography ,"Upper Primary, Secondary and Senior Secondary","Teachers, Students and Teacher educators",Documents,Expositive,"CIET, NCERT",,"Blue-cheeked Bee-eater,Merops persicus",,,,,,,,,,CC BY-SA,,,
http://14.139.250.101/nroer-new/86 Bird PDF/Birds Thumbnail/Blue-cheeked-Bee-eater_1.png,Blue-cheeked Bee-eater 1.pdf,http://14.139.250.101/nroer-new/86 Bird PDF/PDF/Blue-cheeked Bee-eater 1.pdf,Blue-cheeked Bee-eater,,,"Birds; CIET, NCERT",XCR,0,"Teachers can create awareness about the species
Students will be able to learn about the Habitat and more information of Bird",,"('en', 'English')",All,Geography ,"Upper Primary, Secondary and Senior Secondary","Teachers, Students and Teacher educators",Documents,Expositive,"CIET, NCERT",,"Blue-cheeked Bee-eater ,Merops persicus , Blue-cheeked Bee-eater breeds in Northern Africa, and the Middle East from easternTurkey to Kazakhstan and India. ",,,,,,,,,,CC BY-SA,,,
http://14.139.250.101/nroer-new/86 Bird PDF/Birds Thumbnail/Brown-Rock-Chat.png,Brown Rock Chat.pdf,http://14.139.250.101/nroer-new/86 Bird PDF/PDF/Brown Rock Chat.pdf,Brown Rock Chat ,,,"Birds; CIET, NCERT",XCR,0,"Teachers can create awareness about the species
Students will be able to learn about the Habitat and more information of Bird",,"('en', 'English')",All,Geography ,"Upper Primary, Secondary and Senior Secondary","Teachers, Students and Teacher educators",Documents,Expositive,"CIET, NCERT",,"Brown Rock Chat , Cercomela fusca ",,,,,,,,,,CC BY-SA,,,
http://14.139.250.101/nroer-new/86 Bird PDF/Birds Thumbnail/Capped-Langur.png,Capped Langur.pdf,http://14.139.250.101/nroer-new/86 Bird PDF/PDF/Capped Langur.pdf,Capped Langur,,,"Birds; CIET, NCERT",XCR,0,"Teachers can create awareness about the species
Students will be able to learn about the Habitat and more information of Capped Langur",,"('en', 'English')",All,Geography ,"Upper Primary, Secondary and Senior Secondary","Teachers, Students and Teacher educators",Documents,Expositive,"CIET, NCERT",,"Capped Langur ,Trachypithecus pileatus",,,,,,,,,,CC BY-SA,,,
http://14.139.250.101/nroer-new/86 Bird PDF/Birds Thumbnail/Cattle-Egrets.png,Cattle Egrets.pdf,http://14.139.250.101/nroer-new/86 Bird PDF/PDF/Cattle Egrets.pdf,Cattle Egrets ,,,"Birds; CIET, NCERT",XCR,0,"Teachers can create awareness about the species
Students will be able to learn about the Habitat and more information of Bird",,"('en', 'English')",All,Geography ,"Upper Primary, Secondary and Senior Secondary","Teachers, Students and Teacher educators",Documents,Expositive,"CIET, NCERT",,"Cattle Egrets ,Bubulcus ibis ",,,,,,,,,,CC BY-SA,,,
http://14.139.250.101/nroer-new/86 Bird PDF/Birds Thumbnail/Citrine-Wagtail.png,Citrine Wagtail.pdf,http://14.139.250.101/nroer-new/86 Bird PDF/PDF/Citrine Wagtail.pdf,Citrine Wagtail ,,,"Birds; CIET, NCERT",XCR,0,"Teachers can create awareness about the species
Students will be able to learn about the Habitat and more information of Bird",,"('en', 'English')",All,Geography ,"Upper Primary, Secondary and Senior Secondary","Teachers, Students and Teacher educators",Documents,Expositive,"CIET, NCERT",,"Citrine Wagtail ,Motacilla citreola ",,,,,,,,,,CC BY-SA,,,
http://14.139.250.101/nroer-new/86 Bird PDF/Birds Thumbnail/Common-Coot.png,Common Coot & Cormorant.pdf,http://14.139.250.101/nroer-new/86 Bird PDF/PDF/Common Coot & Cormorant.pdf,Common coot ,,,"Birds; CIET, NCERT",XCR,0,"Teachers can create awareness about the species
Students will be able to learn about the Habitat and more information of Bird",,"('en', 'English')",All,Geography ,"Upper Primary, Secondary and Senior Secondary","Teachers, Students and Teacher educators",Documents,Expositive,"CIET, NCERT",,"Common Coot , Fulica atra ",,,,,,,,,,CC BY-SA,,,
http://14.139.250.101/nroer-new/86 Bird PDF/Birds Thumbnail/Common-Sandpiper.png,Common Sandpiper.pdf,http://14.139.250.101/nroer-new/86 Bird PDF/PDF/Common Sandpiper.pdf,Common Sandpiper ,,,"Birds; CIET, NCERT",XCR,0,"Teachers can create awareness about the species
Students will be able to learn about the Habitat and more information of Bird",,"('en', 'English')",All,Geography ,"Upper Primary, Secondary and Senior Secondary","Teachers, Students and Teacher educators",Documents,Expositive,"CIET, NCERT",,"Common Sandpiper ,Actitis hypoleucos ",,,,,,,,,,CC BY-SA,,,
http://14.139.250.101/nroer-new/86 Bird PDF/Birds Thumbnail/Common-Starling.png,Common Starling.pdf,http://14.139.250.101/nroer-new/86 Bird PDF/PDF/Common Starling.pdf,Common Starling ,,,"Birds; CIET, NCERT",XCR,0,"Teachers can create awareness about the species
Students will be able to learn about the Habitat and more information of Bird",,"('en', 'English')",All,Geography ,"Upper Primary, Secondary and Senior Secondary","Teachers, Students and Teacher educators",Documents,Expositive,"CIET, NCERT",,"Common Starling , Sturnus vulgaris ",,,,,,,,,,CC BY-SA,,,
http://14.139.250.101/nroer-new/86 Bird PDF/Birds Thumbnail/Common-Stonechat.png,Common Stonechat.pdf,http://14.139.250.101/nroer-new/86 Bird PDF/PDF/Common Stonechat.pdf,Common Stonechat,,,"Birds; CIET, NCERT",XCR,0,"Teachers can create awareness about the species
Students will be able to learn about the Habitat and more information of Bird",,"('en', 'English')",All,Geography ,"Upper Primary, Secondary and Senior Secondary","Teachers, Students and Teacher educators",Documents,Expositive,"CIET, NCERT",,"Common Stonechat , Saxicola torquatus ",,,,,,,,,,CC BY-SA,,,
http://14.139.250.101/nroer-new/86 Bird PDF/Birds Thumbnail/Coppersmith-Barbet.png,Coppersmith Barbet.pdf,http://14.139.250.101/nroer-new/86 Bird PDF/PDF/Coppersmith Barbet.pdf,Coppersmith Barbet ,,,"Birds; CIET, NCERT",XCR,0,"Teachers can create awareness about the species
Students will be able to learn about the Habitat and more information of Bird",,"('en', 'English')",All,Geography ,"Upper Primary, Secondary and Senior Secondary","Teachers, Students and Teacher educators",Documents,Expositive,"CIET, NCERT",,"Coppersmith Barbet ,Megalaima haemacephala , crimson-breasted barbet , coppersmith ",,,,,,,,,,CC BY-SA,,,
http://14.139.250.101/nroer-new/86 Bird PDF/Birds Thumbnail/Crested-Lark.png,Crested Lark.pdf,http://14.139.250.101/nroer-new/86 Bird PDF/PDF/Crested Lark.pdf,Crested Lark ,,,"Birds; CIET, NCERT",XCR,0,"Teachers can create awareness about the species
Students will be able to learn about the Habitat and more information of Bird",,"('en', 'English')",All,Geography ,"Upper Primary, Secondary and Senior Secondary","Teachers, Students and Teacher educators",Documents,Expositive,"CIET, NCERT",,"Crested Lark ,Galerida cristata ",,,,,,,,,,CC BY-SA,,,
http://14.139.250.101/nroer-new/86 Bird PDF/Birds Thumbnail/Crested-Serpent-Eagle.png,Crested Serpent Eagle.pdf,http://14.139.250.101/nroer-new/86 Bird PDF/PDF/Crested Serpent Eagle.pdf,Crested Serpent Eagle,,,"Birds; CIET, NCERT",XCR,0,"Teachers can create awareness about the species
Students will be able to learn about the Habitat and more information of Bird",,"('en', 'English')",All,Geography ,"Upper Primary, Secondary and Senior Secondary","Teachers, Students and Teacher educators",Documents,Expositive,"CIET, NCERT",,"Crested Serpent Eagle,Spilornis cheela ",,,,,,,,,,CC BY-SA,,,
http://14.139.250.101/nroer-new/86 Bird PDF/Birds Thumbnail/Dalmatian-Pelican.png,Dalmatian Pelican.pdf,http://14.139.250.101/nroer-new/86 Bird PDF/PDF/Dalmatian Pelican.pdf,Dalmatian Pelican ,,,"Birds; CIET, NCERT",XCR,0,"Teachers can create awareness about the species
Students will be able to learn about the Habitat and more information of Bird",,"('en', 'English')",All,Geography ,"Upper Primary, Secondary and Senior Secondary","Teachers, Students and Teacher educators",Documents,Expositive,"CIET, NCERT",,"Dalmatian Pelican ,Pelecanus crispus ",,,,,,,,,,CC BY-SA,,,
http://14.139.250.101/nroer-new/86 Bird PDF/Birds Thumbnail/Darte.png,Darter.pdf,http://14.139.250.101/nroer-new/86 Bird PDF/PDF/Darter.pdf,Darte,,,"Birds; CIET, NCERT",XCR,0,"Teachers can create awareness about the species
Students will be able to learn about the Habitat and more information of Bird",,"('en', 'English')",All,Geography ,"Upper Primary, Secondary and Senior Secondary","Teachers, Students and Teacher educators",Documents,Expositive,"CIET, NCERT",,"Darte,Anhinga melanogaster ",,,,,,,,,,CC BY-SA,,,
http://14.139.250.101/nroer-new/86 Bird PDF/Birds Thumbnail/Egyptian-Vulture.png,Egyptian Vulture.pdf,http://14.139.250.101/nroer-new/86 Bird PDF/PDF/Egyptian Vulture.pdf,Egyptian Vulture ,,,"Birds; CIET, NCERT",XCR,0,"Teachers can create awareness about the species
Students will be able to learn about the Habitat and more information of Bird",,"('en', 'English')",All,Geography ,"Upper Primary, Secondary and Senior Secondary","Teachers, Students and Teacher educators",Documents,Expositive,"CIET, NCERT",,"Egyptian Vulture ,Neophron percnopterus ",,,,,,,,,,CC BY-SA,,,
http://14.139.250.101/nroer-new/86 Bird PDF/Birds Thumbnail/Eurasian-Collared-Dove.png,Eurasian Collared Dove.pdf,http://14.139.250.101/nroer-new/86 Bird PDF/PDF/Eurasian Collared Dove.pdf,Eurasian Collared Dove  ,,,"Birds; CIET, NCERT",XCR,0,"Teachers can create awareness about the species
Students will be able to learn about the Habitat and more information of Bird",,"('en', 'English')",All,Geography ,"Upper Primary, Secondary and Senior Secondary","Teachers, Students and Teacher educators",Documents,Expositive,"CIET, NCERT",,"Eurasian Collared Dove , Streptopelia decaocta ",,,,,,,,,,CC BY-SA,,,
http://14.139.250.101/nroer-new/86 Bird PDF/Birds Thumbnail/Eurasian-Coot.png,Eurasian Coot.pdf,http://14.139.250.101/nroer-new/86 Bird PDF/PDF/Eurasian Coot.pdf,Eurasian Coot  ,,,"Birds; CIET, NCERT",XCR,0,"Teachers can create awareness about the species
Students will be able to learn about the Habitat and more information of Bird",,"('en', 'English')",All,Geography ,"Upper Primary, Secondary and Senior Secondary","Teachers, Students and Teacher educators",Documents,Expositive,"CIET, NCERT",,"Eurasian Coot ,Fulica atra ",,,,,,,,,,CC BY-SA,,,
http://14.139.250.101/nroer-new/86 Bird PDF/Birds Thumbnail/Eurasian-Collared-Dove-copy.png,Eurasian Coot 1.pdf,http://14.139.250.101/nroer-new/86 Bird PDF/PDF/Eurasian Coot 1.pdf,Eurasian Coots,,,"Birds; CIET, NCERT",XCR,0,"Teachers can create awareness about the species
Students will be able to learn about the Habitat and more information of Bird",,"('en', 'English')",All,Geography ,"Upper Primary, Secondary and Senior Secondary","Teachers, Students and Teacher educators",Documents,Expositive,"CIET, NCERT",,"Eurasian Coots,Fulica atra ",,,,,,,,,,CC BY-SA,,,
http://14.139.250.101/nroer-new/86 Bird PDF/Birds Thumbnail/Eurasian-Teal.png,Eurasian Teal.pdf,http://14.139.250.101/nroer-new/86 Bird PDF/PDF/Eurasian Teal.pdf,Eurasian Teal ,,,"Birds; CIET, NCERT",XCR,0,"Teachers can create awareness about the species
Students will be able to learn about the Habitat and more information of Bird",,"('en', 'English')",All,Geography ,"Upper Primary, Secondary and Senior Secondary","Teachers, Students and Teacher educators",Documents,Expositive,"CIET, NCERT",,"Eurasian Teal ,Anas crecca ",,,,,,,,,,CC BY-SA,,,
http://14.139.250.101/nroer-new/86 Bird PDF/Birds Thumbnail/Ferruginous Duck-01.png,Ferruginous Duck.pdf,http://14.139.250.101/nroer-new/86 Bird PDF/PDF/Ferruginous Duck.pdf,Ferruginous Duck ,,,"Birds; CIET, NCERT",XCR,0,"Teachers can create awareness about the species
Students will be able to learn about the Habitat and more information of Bird",,"('en', 'English')",All,Geography ,"Upper Primary, Secondary and Senior Secondary","Teachers, Students and Teacher educators",Documents,Expositive,"CIET, NCERT",,"Purple Sunbird,Cinnyris asiaticus ",,,,,,,,,,CC BY-SA,,,
http://14.139.250.101/nroer-new/86 Bird PDF/Birds Thumbnail/Fruit Bat-01.png,Fruit Bat.pdf,http://14.139.250.101/nroer-new/86 Bird PDF/PDF/Fruit Bat.pdf,Fruit Bat ,,,"Birds; CIET, NCERT",XCR,0,"Teachers can create awareness about the species
Students will be able to learn about the Habitat and more information of Bird",,"('en', 'English')",All,Geography ,"Upper Primary, Secondary and Senior Secondary","Teachers, Students and Teacher educators",Documents,Expositive,"CIET, NCERT",,"Ferruginous Duck ,Aythya Nyroca ",,,,,,,,,,CC BY-SA,,,
http://14.139.250.101/nroer-new/86 Bird PDF/Birds Thumbnail/Glossy Ibis-01.png,Glossy Ibis.pdf,http://14.139.250.101/nroer-new/86 Bird PDF/PDF/Glossy Ibis.pdf,Glossy Ibis ,,,"Birds; CIET, NCERT",XCR,0,"Teachers can create awareness about the species
Students will be able to learn about the Habitat and more information of Bird",,"('en', 'English')",All,Geography ,"Upper Primary, Secondary and Senior Secondary","Teachers, Students and Teacher educators",Documents,Expositive,"CIET, NCERT",,"Fruit Bat ,Pteropus personatus ,Masked flying fox, Moluccan masked flying fox ",,,,,,,,,,CC BY-SA,,,
http://14.139.250.101/nroer-new/86 Bird PDF/Birds Thumbnail/Golden Jackel-01.png,Golden Jackal.pdf,http://14.139.250.101/nroer-new/86 Bird PDF/PDF/Golden Jackal.pdf,Golden Jackal ,,,"Birds; CIET, NCERT",XCR,0,"Teachers can create awareness about the species
Students will be able to learn about the Habitat and more information of Bird",,"('en', 'English')",All,Geography ,"Upper Primary, Secondary and Senior Secondary","Teachers, Students and Teacher educators",Documents,Expositive,"CIET, NCERT",,"Golden Jackal ,Canis aureus ,Eurasian golden jackal, common jackal, Asiatic jackal ",,,,,,,,,,CC BY-SA,,,
http://14.139.250.101/nroer-new/86 Bird PDF/Birds Thumbnail/Great Cormorant-01.png,Great Cormorant.pdf,http://14.139.250.101/nroer-new/86 Bird PDF/PDF/Great Cormorant.pdf,Great Cormorant ,,,"Birds; CIET, NCERT",XCR,0,"Teachers can create awareness about the species
Students will be able to learn about the Habitat and more information of Golden Jackal ",,"('en', 'English')",All,Geography ,"Upper Primary, Secondary and Senior Secondary","Teachers, Students and Teacher educators",Documents,Expositive,"CIET, NCERT",,"Great Cormorant ,Phalacrocorax carbo ",,,,,,,,,,CC BY-SA,,,
http://14.139.250.101/nroer-new/86 Bird PDF/Birds Thumbnail/Greater Flamingos-01.png,Greater Flamingos.pdf,http://14.139.250.101/nroer-new/86 Bird PDF/PDF/Greater Flamingos.pdf,Greater Flamingos,,,"Birds; CIET, NCERT",XCR,0,"Teachers can create awareness about the species
Students will be able to learn about the Habitat and more information of Bird",,"('en', 'English')",All,Geography ,"Upper Primary, Secondary and Senior Secondary","Teachers, Students and Teacher educators",Documents,Expositive,"CIET, NCERT",,"Greater Flamingos , Phoenicopterus roseus ",,,,,,,,,,CC BY-SA,,,
http://14.139.250.101/nroer-new/86 Bird PDF/Birds Thumbnail/Greater Short_ toed Iark-01.png,Greater Short -toed Lark.pdf,http://14.139.250.101/nroer-new/86 Bird PDF/PDF/Greater Short -toed Lark.pdf,Greater Short -toed Lark ,,,"Birds; CIET, NCERT",XCR,0,"Teachers can create awareness about the species
Students will be able to learn about the Habitat and more information of Bird",,"('en', 'English')",All,Geography ,"Upper Primary, Secondary and Senior Secondary","Teachers, Students and Teacher educators",Documents,Expositive,"CIET, NCERT",,"Greater Short -toed Lark , Calandrella brachydactyla",,,,,,,,,,CC BY-SA,,,
http://14.139.250.101/nroer-new/86 Bird PDF/Birds Thumbnail/Grey Heron-01.png,Grey Heron.pdf,http://14.139.250.101/nroer-new/86 Bird PDF/PDF/Grey Heron.pdf,Grey Heron ,,,"Birds; CIET, NCERT",XCR,0,"Teachers can create awareness about the species
Students will be able to learn about the Habitat and more information of Bird",,"('en', 'English')",All,Geography ,"Upper Primary, Secondary and Senior Secondary","Teachers, Students and Teacher educators",Documents,Expositive,"CIET, NCERT",,"Grey Heron ,Ardea cinerea ",,,,,,,,,,CC BY-SA,,,
http://14.139.250.101/nroer-new/86 Bird PDF/Birds Thumbnail/Himalayan vulture-01.png,Himalayan vulture.pdf,http://14.139.250.101/nroer-new/86 Bird PDF/PDF/Himalayan vulture.pdf,Himalayan Vulture,,,"Birds; CIET, NCERT",XCR,0,"Teachers can create awareness about the species
Students will be able to learn about the Habitat and more information of Bird",,"('en', 'English')",All,Geography ,"Upper Primary, Secondary and Senior Secondary","Teachers, Students and Teacher educators",Documents,Expositive,"CIET, NCERT",,"Himalayan Vulture, gyps Himalayensis,European Griffon Vulture",,,,,,,,,,CC BY-SA,,,
http://14.139.250.101/nroer-new/86 Bird PDF/Birds Thumbnail/House Sparrows-01.png,House Sparrows.pdf,http://14.139.250.101/nroer-new/86 Bird PDF/PDF/House Sparrows.pdf,House Sparrows ,,,"Birds; CIET, NCERT",XCR,0,"Teachers can create awareness about the species
Students will be able to learn about the Habitat and more information of Bird",,"('en', 'English')",All,Geography ,"Upper Primary, Secondary and Senior Secondary","Teachers, Students and Teacher educators",Documents,Expositive,"CIET, NCERT",,"House Sparrows ,Passer domesticus ",,,,,,,,,,CC BY-SA,,,
http://14.139.250.101/nroer-new/86 Bird PDF/Birds Thumbnail/Indian Cormorant-01.png,Indian Cormorant.pdf,http://14.139.250.101/nroer-new/86 Bird PDF/PDF/Indian Cormorant.pdf,Indian Cormorant ,,,"Birds; CIET, NCERT",XCR,0,"Teachers can create awareness about the species
Students will be able to learn about the Habitat and more information of Bird",,"('en', 'English')",All,Geography ,"Upper Primary, Secondary and Senior Secondary","Teachers, Students and Teacher educators",Documents,Expositive,"CIET, NCERT",,"Indian Cormorant , Phalacrocorax fuscicollis ",,,,,,,,,,CC BY-SA,,,
http://14.139.250.101/nroer-new/86 Bird PDF/Birds Thumbnail/Indian Courser-01.png,Indian Courser.pdf,http://14.139.250.101/nroer-new/86 Bird PDF/PDF/Indian Courser.pdf,Indian Courser ,,,"Birds; CIET, NCERT",XCR,0,"Teachers can create awareness about the species
Students will be able to learn about the Habitat and more information of Bird",,"('en', 'English')",All,Geography ,"Upper Primary, Secondary and Senior Secondary","Teachers, Students and Teacher educators",Documents,Expositive,"CIET, NCERT",,"Indian Courser ,Cursorius coromandelicus ",,,,,,,,,,CC BY-SA,,,
http://14.139.250.101/nroer-new/86 Bird PDF/Birds Thumbnail/Indian Darter-01.png,Indian Darter.pdf,http://14.139.250.101/nroer-new/86 Bird PDF/PDF/Indian Darter.pdf,Indian Darter ,,,"Birds; CIET, NCERT",XCR,0,"Teachers can create awareness about the species
Students will be able to learn about the Habitat and more information of Bird",,"('en', 'English')",All,Geography ,"Upper Primary, Secondary and Senior Secondary","Teachers, Students and Teacher educators",Documents,Expositive,"CIET, NCERT",,"Indian Darter ,Anhinga melanogaster , Indian darter ",,,,,,,,,,CC BY-SA,,,
http://14.139.250.101/nroer-new/86 Bird PDF/Birds Thumbnail/Indian Pitta-01.png,Indian Pitta.pdf,http://14.139.250.101/nroer-new/86 Bird PDF/PDF/Indian Pitta.pdf,Indian Pitta ,,,"Birds; CIET, NCERT",XCR,0,"Teachers can create awareness about the species
Students will be able to learn about the Habitat and more information of Bird",,"('en', 'English')",All,Geography ,"Upper Primary, Secondary and Senior Secondary","Teachers, Students and Teacher educators",Documents,Expositive,"CIET, NCERT",,"Indian Pitta , Pitta brachyura ",,,,,,,,,,CC BY-SA,,,
